Сегодня плохая погода, давай пойдём гулять завтра.|The weather is bad today, let's go for a walk tomorrow.
Ты посмотрел прогноз погоды на сегодня?|Have you looked at the weather forecast for today?
В хорошую погоду я люблю кататься на велосипеде.|I love riding a bike when the weather is good.
У моего отца день рождения первого октября.|My father's birthday is on the 1st of October.
Я люблю погоду в октябре. |I love the weather in October.
Октябрь – мой любимый осенний месяц.|October is my favourite fall month.
Поздравляю с днём рождения! Желаю счастья и здоровья.|Happy birthday! I wish you happiness and health.
Спорт улучшает здоровье.|Sport improves health.
У пожилых людей часто бывают проблемы со здоровьем.|Elderly people often have health problems.
Я езжу на работу в Москву из Московской области.|I commute to work in Moscow from the Moscow region.
Моя московская квартира очень просторная.|My apartment in Moscow is very spacious.
В последнее время московские улицы стали красивее.|The streets in Moscow have become more beautiful recently.
В центре столицы очень много уютных кафе.|There are a lot of cozy cafés in the center of the capital.
Маша живёт в культурной столице России – Санкт-Петербурге.|Masha lives in the capital of Russian culture, St. Petersburg.
Москва не всегда была столицей России.|Moscow was not always the capital of Russia.
Мне очень интересно ходить на уроки физики.|I find going to physics classes very interesting.
Физика – мой любимый предмет.|Physics is my favorite subject.
Сегодня будет контрольная работа по физике.|Today we'll have physics test.
Мой дядя раньше был лётчиком.|My uncle used to be a pilot.
У моего дяди загородный дом.|My uncle has a country house.
Я люблю своего дядю.|I love my uncle.
Автор этой научной работы – мой преподаватель.|The author of this scientific article is my teacher.
В университете проводят много научных исследований.|A lot of scientific research is conducted at the university.
Что относится к методам научного исследования?|What classifies scientific research methods?
Лена любит фотографировать природу осенью.|Lena loves to take pictures of nature in the fall.
Я не люблю осень, потому что часто идёт дождь.|I don't like fall because it rains often.
В начале осени на улице очень красиво.|In early fall it's very beautiful outside.
Сегодня почта не работает.|The post office is closed today.
Какой у тебя адрес электронной почты?|What's your e-mail address?
Я прислал тебе документ на почту.|I sent you the document via e-mail.
Эти музыканты играют хорошо.|These musicians play well.
Я люблю песни уличных музыкантов.|I love the songs of street musicians.
Алексей – музыкант. Он играет на скрипке.|Alexey is a musician. He plays the violin.
Некоторые люди часто меняют профессию.|Some people change jobs often.
Профессия экономиста очень мне интересна.|I'm interested in becoming an economist.
В мире много разных профессий.|There are a lot of different professions in the world.
Дима на два года старше меня.|Dima is 2 years older than me.
У Алёны есть старшая сестра.|Alyona has an older sister.
Мой старший брат раньше прогуливал школу.|My older brother used to play hookey from school.
Лекция была слишком сложной для этой аудитории.|The lecture was too complicated for this audience.
Маркетологи анализируют целевую аудиторию продукта.|Marketing specialists analyze the target audience for the product.
Аудитория аплодировала артисту.|The audience applauded the singer.
Все знают слова этой народной песни.|Everybody know the words of this folk song.
Четвёртое ноября в России – День народного единства.|The fourth of November in Russia is National Unity Day
Волк – типичный герой русских народных сказок.|The wolf is a common character in Russian folk tales.
В редакции работает двадцать журналистов.|Twenty journalists work in the editorial office.
Журналисты опубликовали скандальный материал.|The journalists published shocking material.
Президент дал интервью журналистам.|The president gave an interview for the journalists.
Положи мне кусок мяса, пожалуйста.|Give me a piece of meat, please.
Я приготовлю мясо на обед.|I'll cook meat for dinner.
Я люблю пирожки с мясом.|I love meat pies.
Это яблоко очень вкусное.|This apple is very tasty.
Миша сорвал с дерева три красных яблока.|Misha picked three red apples from the tree.
Петя купил пирожок с яблоком.|Petya bought an apple pie.
Артист выступил великолепно.|The singer gave a great performance.
Артисты вышли на сцену.|The singers came on stage.
Во время выступления у артиста сломался микрофон.|The singer's microphone broke during the performance.
Зимой и осенью в поликлинике больше больных.|There are more sick people in the hospital in winter and autumn.
Ай! Мне больно!|Ouch! It hurts!
Вчера мне вылечили больной зуб.|Yesterday I got a toothache taken care of.
На улице идёт снег.|It’s snowing outside.
Уже середина декабря, а на улице ещё нет снега.|It's the middle of December already and still no snow outside.
Ты весь в снегу!|You're covered with snow!
Я живу отдельно от родителей с июля.|I’ve been living separate from my parents since July.
В июле я поеду в отпуск.|I'll go on vacation in July.
Июль – самый жаркий месяц.|July is the hottest month.
Этот телефон очень дорогой.|This phone is very expensive.
Эта машина слишком дорогая для нас.|This car is too expensive for us.
Золотыe украшения очень дорогие.|Gold jewelry is vey expensive.
Иван Иванович вошёл в свой кабинет.|Ivan Ivanovich went into his office.
В кабинете врача было очень светло.|There was a lot of light in the doctor's office.
У кабинета директора стояли ученики.|The students stood outside the director's office.
Метр – единица измерения длины.|The meter is a unit of length.
В физике используют международную систему единиц.|The International System of Units is used in physics.
Метр, килограмм, секунда – это единицы измерения.|The meter, kilogram, and second are units of measurement.
Вчера я купил пакет молока в магазине.|I bought a carton of milk yesterday.
Катя вообще не пьёт молоко.|Katya doesn't drink milk at all.
Я люблю чай с молоком.|I love tea with milk.
Наш преподаватель всегда задаёт интересные вопросы.|Our teacher always asks interesting questions.
Петя работает в университете ассистентом преподавателя.|Petya works as a teaching assistant at the university.
На этой неделе наши преподаватели организовали научную конференцию.|Our teachers have organized a scientific conference this week.
Недавно я купил новое зимнее пальто.|I bought a new winter coat recently.
Петя упал со стула.|Petya fell off his chair.
Подвинь стул, пожалуйста.|Move the chair, please.
Мы купили крепкие деревянные стулья.|We bought sturdy wooden chairs.
У Маши день рождения пятого июня.|Masha's birthday is on the 5th of June.
Обожаю погоду в июне!|I really love the weather in June!
Дай мне ручку, пожалуйста.|Give me a pen, please.
У меня нет с собой ручки.|I don't have a pen on me.
Я люблю писать гелевой ручкой.|I love writing with a gel pen.
Я пойду на свадьбу в костюме.|I'll go to the wedding in a suit.
Этот костюм тебе идёт.|This suit looks good on you.
Эти карнавальные костюмы очень красивые.|These carnival costumes are very beautiful.
Моя подруга недавно закончила университет.|My friend recently finished a degree at the university.
У меня две лучшие подруги.|I have two best friends.
Вчера я видел твою подругу в магазине.|Yesterday I saw your friend at the store.
Ты вчера был на лекции по экономике?|Did you attend the economics lecture yesterday?
Лекция скучная.|The lecture is boring.
Сегодня Миша опоздал на лекцию.|Misha was late for the lecture today.
У моей бабушки день рождения пятого августа.|My grandmother's birthday is on the 5th of August.
В августе уже начинает холодать.|It starts getting colder in August.
Август – мой любимый месяц.|August is my favorite month.
Где мой словарь?|Where is my dictionary?
Я могу читать книги на английском языке без словаря.|I can read books in English without a dictionary.
Посмотри значение этого слова в словаре.|Look up the meaning of this word in the dictionary.
Мой любимый цвет – красный.|Red is my favourite color.
Завтра в Москве выступит моя любимая группа.|My favorite band will perform in Moscow tomorrow.
У меня нет любимой книги.|I don't have a favorite book.
В ноябре на улице очень сыро и холодно.|It's very damp and cold outside in November.
Я ненавижу холодный ветер.|I hate cold wind.
Кажется, у нас отключили холодную воду.|It seems that our cold water has been turned off.
Налей мне красного вина, пожалуйста.|Fill my glass with red wine, please.
Маша не любит белое вино.|Masha doesn't like white wine.
Я схожу в магазин за вином.|I'll go to the store to get some wine.
Где здесь женский туалет?|Where is the ladies' room here?
Недавно Маша открыла свой магазин женской обуви.|Masha has recently opened her own women’s shoe store.
В этом магазине продаётся очень качественная женская одежда.|They sell a lot of high-quality women’s clothing in this store.
Я испачкала своё любимое платье.|I stained my favorite dress.
У меня пока нет платья на выпускной.|I don't have a dress for the graduation ceremony yet.
Это пальто хорошо сочетается с платьем.|This coat goes well with the dress.
Ты берёшь в поездку слишком много вещей.|You are taking too much stuff on the trip.
Я не могу жить без поездок за рубеж.|I can't live without traveling abroad.
Мне нужно оформить визу для поездки в Европу.|I need to get a visa to travel to Europe.
Поезд едет до конечной станции.|This train goes to the end station.
Эта станция метро очень красивая.|This metro station is very beautiful.
Я приехал на станцию за полчаса до отправления поезда.|I arrived at the station half an hour before the train’s departure.
У бабушки дома очень красивая мебель.|My grandmother has very beautiful furniture in her home.
Мне не нравится, когда в доме много мебели.|I don't it like when there's too much furniture in a house.
Я купил квартиру уже с мебелью.|I bought a furnished apartment.
Я передвинул кресло ближе к окну.|I moved the armchair closer to the window.
Дедушка любит сидеть в кресле и читать книги.|My grandfather loves to sit in his armchair and read books.
Моя кошка всегда спит у кресла.|My cat always sleeps next to the armchair.
Мы идём в кино в субботу.|We are going to the cinema on Saturday.
У меня суббота свободна.|I'm free on Saturday.
Я уезжаю на дачу до субботы.|I'll be at my summerhouse until Saturday.
Вася уже сходил в магазин и купил еды.|Vasya already went to the store and bought food.
Я не люблю ходить в кафе и всегда сама готовлю еду.|I don't like to eat in a café, so I cook for myself.
Холодильник сломался, и вся еда испортилась.|The refrigerator broke down and all the food went bad.
Петя любит смотреть сериалы на английском.|Petya loves to watch TV series in English.
Английский чай очень вкусный.|English tea is very tasty.
Дима не знает английского языка, но хочет его выучить.|Dima doesn't know English but he wants to learn it.
В поезде нет свободных мест.|There are no vacant seats on the train.
В московском метро есть свободный доступ в интернет.|There is free WiFi in the Moscow Metro.
Что ты делаешь в свободное время?|What do you do in your spare time?
Я не помню, что было вчера.|I don't remember what happened yesterday.
Помните, как мы ездили в Берлин прошлым летом?|Remember our trip to Berlin last summer?
Невозможно всё помнить.|It's impossible to remember everything.
В моём загородном доме три этажа.|There are three floors in my summerhouse.
Я живу на десятом этаже.|I live on the 10th floor.
Мне тяжело подниматься пешком на девятый этаж.|It's hard for me to walk up to the 9th floor.
Александр – доктор исторических наук и профессор.|Alexandr has a PhD in History, and he is a professor.
Историческая наука появилась в Древней Греции.|The study of history dates back to ancient Greece.
В выходные мы поедем на исторический фестиваль.|We will go to a historical festival this weekend.
У моей мамы день рождения двенадцатого февраля.|My mom has her birthday on the 12th of February.
В феврале я уезжаю в Германию.|I'll go to Germany in February.
В январе я поеду в Москву.|I'm going to Moscow in January.
У моего брата день рождения тринадцатого января.|My brother has his birthday on the 13th of January.
У моего мужа день рождения третьего декабря.|My husband has his birthday on the 3rd of December.
В декабре обычно очень холодно.|It's usually very cold in December.
У меня день рождения девятнадцатого мая.|My birthday is on the 19th of May.
Я очень люблю погоду в мае.|I really love the weather in May.
У Алины день рождения двадцатого ноября.|Alina has her birthday on the 20th of November.
В ноябре выпадает первый снег.|The first snow falls in November.
Больницу построили по решению городских властей.|The hospital was built after a decision by the municipal authorities.
Городские жители вышли на митинг.|The city residents went to a rally.
Концерт пройдёт на городской площади.|The concert will take place at the town square.
Это очень важно для будущих поколений.|It's very important for future generations.
Лёша – будущий инженер.|Lyosha is a future engineer.
Тема будущей конференции — «Вопросы психологии».|"The theme of the future conference is ""Questions of psychology""."
